Sr. No.,State,District,Policestation,Year,FIR_No.,Registration_Date,Section
796,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,3,03-01-2023 22:50,"Indian Penal Code 180 - 607,620,507;"
797,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,2,03-01-2023 01:32,"Indian Penal Code 180 - 249, 337; Motar Vehicle Act, 1956 - 134,134B;"
798,MAHARASHTRA,THANE CITY,MANPADA,2023,93,01-02-2023 18:44,Indian Penal Code 180 - 379;
799,MAHARASHTRA,THANE CITY,MANPADA,2023,92,01-02-2023 17:30,Mahiti Tantra Gyan (Reform) Act 2007 - 66D;
800,MAHARASHTRA,THANE CITY,MANPADA,2023,91,01-02-2023 15:56,"Indian Penal Code 180 - 323,326,34,507;"
801,MAHARASHTRA,THANE CITY,MANPADA,2023,90,01-02-2023 15:34,"Indian Penal Code 180 - 249, 337; Motor Vehicle Act, 1979 - 184;"
802,MAHARASHTRA,THANE CITY,MANPADA,2023,89,01-02-2023 09:56,"Indian Penal Code 180 - 379, 624;"
803,MAHARASHTRA,THANE CITY,MANPADA,2023,87,31-01-2023 22:07,Gungikar drug deeds and psychiatrics
804,MAHARASHTRA,THANE CITY,MANPADA,2023,86,31-01-2023 20:19,"Indian Penal Code 180 - 370, 656,511;"
805,MAHARASHTRA,THANE CITY,MANPADA,2023,85,30-01-2023 21:03,Gungikar drug deeds and psychiatrics
806,MAHARASHTRA,THANE CITY,MANPADA,2023,84,30-01-2023 20:38,Gungikar drug deeds and psychiatrics
807,MAHARASHTRA,THANE CITY,MANPADA,2023,83,30-01-2023 20:30,Gungikar drug deeds and psychiatrics
808,MAHARASHTRA,THANE CITY,MANPADA,2023,82,30-01-2023 13:21,"Indian Penal Code 180 - 370, 656,656;"
809,MAHARASHTRA,THANE CITY,MANPADA,2023,81,30-01-2023 00:54,"Indian Penal Code 180 - 323,337,337,34; Motar Vehicle Act, 1956 - 184,187;"
810,MAHARASHTRA,THANE CITY,MANPADA,2023,80,29-01-2023 22:20,Mahiti Tantra Gyan (Reform) Act 2007 - 66D;
811,MAHARASHTRA,THANE CITY,MANPADA,2023,79,29-01-2023 20:56,"Indian Penal Code 180 - 324,507;"
812,MAHARASHTRA,THANE CITY,MANPADA,2023,78,29-01-2023 16:56,"Indian Penal Code 180 - 426; Perceptional Six Restrictive Act, 1960 - 11 (1) (l);"
813,MAHARASHTRA,THANE CITY,MANPADA,2023,76,28-01-2023 19:25,"Indian Penal Code 180 - 249, 337,337;"
814,MAHARASHTRA,THANE CITY,MANPADA,2023,75,28-01-2023 12:38,"Indian Penal Code 180 - 37,607,620, 65,68,60,61;"
815,MAHARASHTRA,THANE CITY,MANPADA,2023,73,27-01-2023 00:36,"Indian Penal Code 180 - 323,326,34,507;"
816,MAHARASHTRA,THANE CITY,MANPADA,2023,72,26-01-2023 23:28,"Indian Penal Code 180 - 37,498 -A, 507; Muslim women (Vivahachaya Adhiracha Protection) Qaeda, 2019 - 4;"
817,MAHARASHTRA,THANE CITY,MANPADA,2023,71,25-01-2023 16:07,"Indian Penal Code 180 - 323,37,498 -A, 607,507,507;"
818,MAHARASHTRA,THANE CITY,MANPADA,2023,70,25-01-2023 03:43,"Maharashtra Darubandi Act, 1979 - 65 (E);"
819,MAHARASHTRA,THANE CITY,MANPADA,2023,69,25-01-2023 02:32,"Maharashtra Darubandi Act, 1979 - 65 (E);"
820,MAHARASHTRA,THANE CITY,MANPADA,2023,68,25-01-2023 02:04,"Maharashtra Darubandi Act, 1979 - 65 (E);"
821,MAHARASHTRA,THANE CITY,MANPADA,2023,67,25-01-2023 01:34,"Maharashtra Darubandi Act, 1979 - 65 (E);"
822,MAHARASHTRA,THANE CITY,MANPADA,2023,66,25-01-2023 01:02,"Maharashtra Darubandi Act, 1979 - 65 (E);"
823,MAHARASHTRA,THANE CITY,MANPADA,2023,65,24-01-2023 22:07,Indian Penal Code 180 - 379;
824,MAHARASHTRA,THANE CITY,MANPADA,2023,64,23-01-2023 19:32,"Indian Penal Code 180 - 326,507;"
825,MAHARASHTRA,THANE CITY,MANPADA,2023,63,21-01-2023 18:20,"Indian Penal Code 180 - 332,353,507;"
826,MAHARASHTRA,THANE CITY,MANPADA,2023,62,21-01-2023 14:17,Indian Penal Code 180 - 379;
827,MAHARASHTRA,THANE CITY,MANPADA,2023,60,20-01-2023 20:38,"Indian Penal Code 180 - 370,656;"
828,MAHARASHTRA,THANE CITY,MANPADA,2023,59,20-01-2023 20:13,Indian Penal Code 180 - 379;
829,MAHARASHTRA,THANE CITY,MANPADA,2023,58,19-01-2023 19:33,Indian Penal Code 180 - 373;
830,MAHARASHTRA,THANE CITY,MANPADA,2023,57,19-01-2023 19:24,Mahiti Tantra Gyan (Reform) Act 2007 - 66D;
831,MAHARASHTRA,THANE CITY,MANPADA,2023,56,19-01-2023 01:18,"Indian Penal Code 180 - 323,326,34,507;"
832,MAHARASHTRA,THANE CITY,MANPADA,2023,54,18-01-2023 15:02,"Indian Penal Code 180 - 37,498 -A, 607,507;"
833,MAHARASHTRA,THANE CITY,MANPADA,2023,53,18-01-2023 01:16,"Maharashtra Police Act, 1951 - 142;"
834,MAHARASHTRA,THANE CITY,MANPADA,2023,51,17-01-2023 22:57,Indian Penal Code 180 - 379;
835,MAHARASHTRA,THANE CITY,MANPADA,2023,50,17-01-2023 22:26,Indian Penal Code 180 - 373;
836,MAHARASHTRA,THANE CITY,MANPADA,2023,48,17-01-2023 01:04,"Indian Penal Code 180 - 323,326,507,507;"
837,MAHARASHTRA,THANE CITY,MANPADA,2023,47,16-01-2023 15:30,"Maharashtra Jugar Restrictive Act, 14 - 12 (a);"
838,MAHARASHTRA,THANE CITY,MANPADA,2023,44,15-01-2023 00:23,Indian Penal Code 180 - 379;
839,MAHARASHTRA,THANE CITY,MANPADA,2023,43,14-01-2023 21:06,"Indian Penal Code 180 - 324,507,507;"
840,MAHARASHTRA,THANE CITY,MANPADA,2023,42,14-01-2023 14:06,Indian Penal Code 180 - 360;
841,MAHARASHTRA,THANE CITY,MANPADA,2023,41,14-01-2023 12:24,Indian Penal Code 180 - 379;
842,MAHARASHTRA,THANE CITY,MANPADA,2023,40,13-01-2023 22:51,Indian Penal Code 180 - 379;
843,MAHARASHTRA,THANE CITY,MANPADA,2023,39,13-01-2023 20:16,"Municipal Corporation Act, 14 - 397;"
844,MAHARASHTRA,THANE CITY,MANPADA,2023,38,13-01-2023 11:40,"Municipal Corporation Act, 1979 - 397;"
845,MAHARASHTRA,THANE CITY,MANPADA,2023,37,13-01-2023 11:34,"Municipal Corporation Act, 1979 - 397;"
846,MAHARASHTRA,THANE CITY,MANPADA,2023,36,13-01-2023 11:28,"Municipal Corporation Act, 1979 - 397;"
847,MAHARASHTRA,THANE CITY,MANPADA,2023,35,12-01-2023 08:19,"Indian Penal Code 180 - 323,326,507,507;"
848,MAHARASHTRA,THANE CITY,MANPADA,2023,34,12-01-2023 05:41,"Indian Penal Code 180 - 323,326,507,507;"
849,MAHARASHTRA,THANE CITY,MANPADA,2023,33,12-01-2023 00:10,"Indian Penal Code 180 - 37,607,620,507;"
850,MAHARASHTRA,THANE CITY,MANPADA,2023,32,11-01-2023 23:59,Indian Penal Code 180 - 379;
851,MAHARASHTRA,THANE CITY,MANPADA,2023,31,11-01-2023 20:11,Indian Penal Code 180 - 379;
852,MAHARASHTRA,THANE CITY,MANPADA,2023,30,11-01-2023 18:46,Indian Penal Code 170 - 620;
853,MAHARASHTRA,THANE CITY,MANPADA,2023,29,10-01-2023 23:30,"Indian Penal Code 180 - 307,37;"
854,MAHARASHTRA,THANE CITY,MANPADA,2023,28,10-01-2023 17:30,Indian Penal Code 180 - 379;
855,MAHARASHTRA,THANE CITY,MANPADA,2023,27,10-01-2023 15:57,"Indian Penal Code 180 - 323,37,498 -A, 507,507;"
856,MAHARASHTRA,THANE CITY,MANPADA,2023,26,09-01-2023 19:15,"Indian Penal Code 180 - 249, 337; Motor Vehicle Act, 1979 - 184;"
857,MAHARASHTRA,THANE CITY,MANPADA,2023,25,09-01-2023 15:09,"Indian Penal Code 180 - 249, 337; Motor Vehicle Act, 1979 - 184;"
858,MAHARASHTRA,THANE CITY,MANPADA,2023,24,09-01-2023 07:15,"Indian Penal Code 180 - 719, 620; Mahiti Tantra Gyan (Reform) Act 2007 - 66D;"
859,MAHARASHTRA,THANE CITY,MANPADA,2023,23,08-01-2023 16:58,"Indian Penal Code 180 - 37,392;"
860,MAHARASHTRA,THANE CITY,MANPADA,2023,22,07-01-2023 20:10,"Indian Penal Code 180 - 323,326,507;"
861,MAHARASHTRA,THANE CITY,MANPADA,2023,20,07-01-2023 17:17,"Indian Penal Code 180 - 37,607,620,507;"
862,MAHARASHTRA,THANE CITY,MANPADA,2023,18,06-01-2023 19:22,"Indian Penal Code 180 - 37,498 -A, 507;"
863,MAHARASHTRA,THANE CITY,MANPADA,2023,17,06-01-2023 15:59,"Indian Penal Code 180 - 370,656;"
864,MAHARASHTRA,THANE CITY,MANPADA,2023,15,05-01-2023 18:34,"Municipal Corporation Act, 1979 - 397;"
865,MAHARASHTRA,THANE CITY,MANPADA,2023,14,05-01-2023 18:28,"Municipal Corporation Act, 1979 - 397;"
866,MAHARASHTRA,THANE CITY,MANPADA,2023,13,05-01-2023 17:32,"Indian Penal Code 180 - 607,620;"
867,MAHARASHTRA,THANE CITY,MANPADA,2023,12,05-01-2023 17:22,Indian Penal Code 180 - 379;
868,MAHARASHTRA,THANE CITY,MANPADA,2023,11,05-01-2023 03:52,"Indian Penal Code 180 - 249, 337; Maharashtra Motar Vehicle Rules, 1989 - 134A, 184;"
869,MAHARASHTRA,THANE CITY,MANPADA,2023,10,04-01-2023 22:37,"Indian Penal Code 180 - 14; Cigarete molecular tambakhu products (apparent restrictions and commerce behavior production, priest and distribution priest regulation) Act, 2003 - 20,7 (2);"
870,MAHARASHTRA,THANE CITY,MANPADA,2023,9,04-01-2023 19:17,"Indian Penal Code 180 - 249, 337;"
871,MAHARASHTRA,THANE CITY,MANPADA,2023,8,03-01-2023 19:25,"Indian Penal Code 180 - 242,263,326; Food Security Anani Manke Act 2007 - 26 (2) (i), 26 (2) (IV), 27 (3), 30 (E), 30 (2) (a);"
872,MAHARASHTRA,THANE CITY,MANPADA,2023,5,02-01-2023 22:55,Indian Penal Code 180 - 379;
873,MAHARASHTRA,THANE CITY,MANPADA,2023,4,02-01-2023 20:24,"Indian Penal Code 180 - 249, 337; Motor Vehicle Act, 1979 - 184,187;"
874,MAHARASHTRA,THANE CITY,MANPADA,2023,3,02-01-2023 16:20,"Indian Penal Code 180 - 426; Perceptional Six Restrictive Act, 1960 - 11 (1) (l);"
875,MAHARASHTRA,THANE CITY,MANPADA,2023,1,01-01-2023 13:02,Indian Penal Code 180 - 373;
876,MAHARASHTRA,THANE CITY,MUMBRA,2023,115,01-02-2023 23:33,Indian Penal Code 180 - 379;
877,MAHARASHTRA,THANE CITY,MUMBRA,2023,114,01-02-2023 20:08,"Indian Penal Code 180 - 501; Mahiti Tantra Gyan Act, 2000 - 66 (c), 66 (e), 67;"
878,MAHARASHTRA,THANE CITY,MUMBRA,2023,113,01-02-2023 19:05,Indian Penal Code 180 - 373;
879,MAHARASHTRA,THANE CITY,MUMBRA,2023,112,31-01-2023 20:01,"Indian Penal Code 180 - 370,656;"
880,MAHARASHTRA,THANE CITY,MUMBRA,2023,111,31-01-2023 18:49,Indian Penal Code 180 - 379;
881,MAHARASHTRA,THANE CITY,MUMBRA,2023,110,31-01-2023 15:27,"Indian Penal Code 180 - 180,37,620;"
882,MAHARASHTRA,THANE CITY,MUMBRA,2023,109,31-01-2023 03:11,"Indian Penal Code 180 - 323,326,34,626,507;"
883,MAHARASHTRA,THANE CITY,MUMBRA,2023,108,31-01-2023 02:02,"Indian Penal Code 180 - 181,162,143,149, 324,507,507;"
884,MAHARASHTRA,THANE CITY,MUMBRA,2023,107,30-01-2023 18:15,"Indian Penal Code 180 - 370, 656,656;"
885,MAHARASHTRA,THANE CITY,MUMBRA,2023,106,30-01-2023 13:30,Maharashtra Territorial Planning Municipalities Act 1979 - 52;
886,MAHARASHTRA,THANE CITY,MUMBRA,2023,105,30-01-2023 13:03,Maharashtra Territorial Planning Municipalities Act 1979 - 52;
887,MAHARASHTRA,THANE CITY,MUMBRA,2023,104,29-01-2023 20:55,"Indian Penal Code 180 - 370, 656,656;"
888,MAHARASHTRA,THANE CITY,MUMBRA,2023,102,29-01-2023 02:39,Indian Penal Code 180 - 379;
889,MAHARASHTRA,THANE CITY,MUMBRA,2023,101,28-01-2023 23:46,Indian Penal Code 180 - 360;
890,MAHARASHTRA,THANE CITY,MUMBRA,2023,100,28-01-2023 20:01,Indian Penal Code 180 - 379;
891,MAHARASHTRA,THANE CITY,MUMBRA,2023,99,28-01-2023 07:28,"Indian Penal Code 180 - 109, 324,34,506 (2), 507;"
892,MAHARASHTRA,THANE CITY,MUMBRA,2023,98,27-01-2023 19:59,"Indian Penal Code 180 - 370,656;"
893,MAHARASHTRA,THANE CITY,MUMBRA,2023,97,27-01-2023 18:58,Indian Penal Code 180 - 373;
894,MAHARASHTRA,THANE CITY,MUMBRA,2023,96,27-01-2023 17:32,"Indian Penal Code 180 - 370, 656,656;"
895,MAHARASHTRA,THANE CITY,MUMBRA,2023,95,27-01-2023 05:12,"Indian Penal Code 180 - 183,16,149, 323,326,506 (2), 507;"
896,MAHARASHTRA,THANE CITY,MUMBRA,2023,94,26-01-2023 20:22,"Indian Penal Code 180 - 323,37,498 -A, 607,507,507;"
897,MAHARASHTRA,THANE CITY,MUMBRA,2023,93,26-01-2023 19:01,Indian Penal Code 180 - 373;
898,MAHARASHTRA,THANE CITY,MUMBRA,2023,92,26-01-2023 18:05,"Indian Penal Code 180 - 370,656;"
899,MAHARASHTRA,THANE CITY,MUMBRA,2023,91,26-01-2023 16:41,"Indian Penal Code 180 - 370,656;"
900,MAHARASHTRA,THANE CITY,MUMBRA,2023,90,26-01-2023 01:05,Indian Penal Code 180 - 379;
901,MAHARASHTRA,THANE CITY,MUMBRA,2023,89,25-01-2023 20:35,"Indian Penal Code 180 - 323,326,507,507;"
902,MAHARASHTRA,THANE CITY,MUMBRA,2023,88,25-01-2023 18:02,Indian Penal Code 180 - 373;
903,MAHARASHTRA,THANE CITY,MUMBRA,2023,87,23-01-2023 12:56,Indian Penal Code 180 - 379;
904,MAHARASHTRA,THANE CITY,MUMBRA,2023,85,23-01-2023 02:36,"Indian Penal Code 180 - 183,14,14,14,323,326,652,507;"
905,MAHARASHTRA,THANE CITY,MUMBRA,2023,83,21-01-2023 21:35,"Indian Penal Code 180 - 370,656;"
906,MAHARASHTRA,THANE CITY,MUMBRA,2023,82,21-01-2023 18:38,"Indian Penal Code 180 - 180,37,620;"
907,MAHARASHTRA,THANE CITY,MUMBRA,2023,81,21-01-2023 15:35,"Indian Penal Code 180 - 37,392,506 (2), 507;"
908,MAHARASHTRA,THANE CITY,MUMBRA,2023,80,21-01-2023 01:21,"Indian Penal Code 180 - 620, 65,68,61;"
909,MAHARASHTRA,THANE CITY,MUMBRA,2023,79,20-01-2023 23:43,Maharashtra Territorial Planning Municipalities Act 1979 - 52;
910,MAHARASHTRA,THANE CITY,MUMBRA,2023,78,20-01-2023 23:14,Maharashtra Territorial Planning Municipalities Act 1979 - 52;
911,MAHARASHTRA,THANE CITY,MUMBRA,2023,77,20-01-2023 21:38,Maharashtra Territorial Planning Municipalities Act 1979 - 52;
912,MAHARASHTRA,THANE CITY,MUMBRA,2023,76,20-01-2023 21:04,"Indian Penal Code 180 - 323,326,34,626,507;"
913,MAHARASHTRA,THANE CITY,MUMBRA,2023,75,20-01-2023 19:17,Indian Penal Code 180 - 373;
914,MAHARASHTRA,THANE CITY,MUMBRA,2023,74,20-01-2023 18:56,"Indian Penal Code 180 - 370, 656,656;"
915,MAHARASHTRA,THANE CITY,MUMBRA,2023,73,20-01-2023 16:24,"Indian Penal Code 180 - 37,392;"
916,MAHARASHTRA,THANE CITY,MUMBRA,2023,72,19-01-2023 22:57,"Indian Penal Code 180 - 370,656;"
917,MAHARASHTRA,THANE CITY,MUMBRA,2023,71,19-01-2023 21:37,Indian Electricity Act (Reform) 2003 - 135;
918,MAHARASHTRA,THANE CITY,MUMBRA,2023,70,19-01-2023 17:40,"Indian Penal Code 180 - 392,506 (2), 507;"
919,MAHARASHTRA,THANE CITY,MUMBRA,2023,69,19-01-2023 00:04,"Indian Penal Code 180 - 370, 656,656;"
920,MAHARASHTRA,THANE CITY,MUMBRA,2023,68,18-01-2023 22:17,"Gungikar drug deeds and psychologists results, 1975 - 20 (b), 29,8 (c);"
921,MAHARASHTRA,THANE CITY,MUMBRA,2023,67,18-01-2023 14:15,Indian Penal Code 180 - 373;
922,MAHARASHTRA,THANE CITY,MUMBRA,2023,66,18-01-2023 06:16,Indian Penal Code 180 - 306;
923,MAHARASHTRA,THANE CITY,MUMBRA,2023,65,17-01-2023 16:31,Indian Penal Code 180 - 373;
924,MAHARASHTRA,THANE CITY,MUMBRA,2023,64,17-01-2023 15:44,Indian Penal Code 180 - 379;
925,MAHARASHTRA,THANE CITY,MUMBRA,2023,63,16-01-2023 18:54,Indian Penal Code 180 - 373;
926,MAHARASHTRA,THANE CITY,MUMBRA,2023,62,16-01-2023 04:25,"Indian Penal Code 180 - 323,326,34,507;"
927,MAHARASHTRA,THANE CITY,MUMBRA,2023,61,15-01-2023 22:01,"Indian Penal Code 180 - 324,337,372,507;"
928,MAHARASHTRA,THANE CITY,MUMBRA,2023,60,15-01-2023 19:21,"Indian Penal Code 180 - 324,34,507;"
929,MAHARASHTRA,THANE CITY,MUMBRA,2023,59,15-01-2023 10:04,"Indian Penal Code 180 - 37,361,399;"
930,MAHARASHTRA,THANE CITY,MUMBRA,2023,58,15-01-2023 05:47,Indian Penal Code 180 - 373;
931,MAHARASHTRA,THANE CITY,MUMBRA,2023,57,15-01-2023 00:20,Indian Penal Code 180 - 379;
932,MAHARASHTRA,THANE CITY,MUMBRA,2023,56,14-01-2023 22:45,"Indian Penal Code 180 - 370, 656,656;"
933,MAHARASHTRA,THANE CITY,MUMBRA,2023,55,14-01-2023 05:26,"Indian Penal Code 180 - 323,326,34,507;"
934,MAHARASHTRA,THANE CITY,MUMBRA,2023,54,13-01-2023 23:53,Maharashtra Malmatta Motivation Restrictions Act 195 - 3;
935,MAHARASHTRA,THANE CITY,MUMBRA,2023,53,13-01-2023 21:11,Indian Penal Code 180 - 379;
936,MAHARASHTRA,THANE CITY,MUMBRA,2023,52,13-01-2023 19:57,Maharashtra Malmatta Motivation Restrictions Act 195 - 3;
937,MAHARASHTRA,THANE CITY,MUMBRA,2023,51,13-01-2023 12:06,Indian Penal Code 170 - 620;
938,MAHARASHTRA,THANE CITY,MUMBRA,2023,50,13-01-2023 00:42,Indian Penal Code 180 - 373;
939,MAHARASHTRA,THANE CITY,MUMBRA,2023,49,12-01-2023 21:20,Indian Penal Code 180 - 373;
940,MAHARASHTRA,THANE CITY,MUMBRA,2023,48,12-01-2023 18:44,Indian Penal Code 170 - 620;
941,MAHARASHTRA,THANE CITY,MUMBRA,2023,47,12-01-2023 13:18,Indian Penal Code 180 - 379;
942,MAHARASHTRA,THANE CITY,MUMBRA,2023,46,12-01-2023 03:02,Indian Penal Code 180 - 379;
943,MAHARASHTRA,THANE CITY,MUMBRA,2023,45,12-01-2023 00:21,Maharashtra Malmatta Motivation Restrictions Act 195 - 3;
944,MAHARASHTRA,THANE CITY,MUMBRA,2023,44,11-01-2023 23:05,Indian Penal Code 170 - 620;
945,MAHARASHTRA,THANE CITY,MUMBRA,2023,43,11-01-2023 20:31,Indian Penal Code 180 - 379;
946,MAHARASHTRA,THANE CITY,MUMBRA,2023,42,11-01-2023 19:33,"Indian Penal Code 180 - 323,325,34,626,507,507;"
947,MAHARASHTRA,THANE CITY,MUMBRA,2023,41,11-01-2023 18:05,Indian Penal Code 180 - 373;
948,MAHARASHTRA,THANE CITY,MUMBRA,2023,40,11-01-2023 02:59,Indian Penal Code 180 - 379;
949,MAHARASHTRA,THANE CITY,MUMBRA,2023,38,10-01-2023 22:41,"Indian Penal Code 180 - 183,14,14,14,149, 324,507,507;"
950,MAHARASHTRA,THANE CITY,MUMBRA,2023,37,10-01-2023 21:05,"Maharashtra Police Act, 1951 - 142;"
951,MAHARASHTRA,THANE CITY,MUMBRA,2023,36,10-01-2023 20:03,Indian Penal Code 180 - 379;
952,MAHARASHTRA,THANE CITY,MUMBRA,2023,35,10-01-2023 05:37,"Indian Penal Code 180 - 323,326,34,361,507;"
953,MAHARASHTRA,THANE CITY,MUMBRA,2023,34,10-01-2023 02:49,"Indian Penal Code 180 - 370, 656,656;"
954,MAHARASHTRA,THANE CITY,MUMBRA,2023,33,10-01-2023 00:50,"Indian Penal Code 180 - 307,507;"
955,MAHARASHTRA,THANE CITY,MUMBRA,2023,32,10-01-2023 00:01,"Indian Penal Code 180 - 323,326,507,507;"
956,MAHARASHTRA,THANE CITY,MUMBRA,2023,30,09-01-2023 15:11,"Indian Penal Code 180 - 370, 656,656;"
957,MAHARASHTRA,THANE CITY,MUMBRA,2023,29,08-01-2023 19:17,Indian Penal Code 170 - 620;
958,MAHARASHTRA,THANE CITY,MUMBRA,2023,28,08-01-2023 18:56,"Indian Penal Code 180 - 37,604,609, 620;"
959,MAHARASHTRA,THANE CITY,MUMBRA,2023,27,08-01-2023 17:42,"Indian Penal Code 180 - 323,326,34,507;"
960,MAHARASHTRA,THANE CITY,MUMBRA,2023,26,08-01-2023 12:01,Indian Penal Code 180 - 379;
961,MAHARASHTRA,THANE CITY,MUMBRA,2023,25,08-01-2023 03:43,Indian Penal Code 180 - 373;
962,MAHARASHTRA,THANE CITY,MUMBRA,2023,23,07-01-2023 19:48,"Indian Penal Code 180 - 324,37,506 (2);"
963,MAHARASHTRA,THANE CITY,MUMBRA,2023,22,07-01-2023 18:26,"Indian Penal Code 180 - 323,37,498 -A, 507,507;"
964,MAHARASHTRA,THANE CITY,MUMBRA,2023,21,07-01-2023 17:01,Gungikar drug deeds and psychiatrics
965,MAHARASHTRA,THANE CITY,MUMBRA,2023,20,07-01-2023 16:48,Gungikar drug deeds and psychologists
966,MAHARASHTRA,THANE CITY,MUMBRA,2023,19,06-01-2023 21:53,"Indian Penal Code 180 - 323,37,498 -A, 607,507; Muslim women (Vivahachaya Adhiracha Protection) Qaeda, 2019 - 3;"
967,MAHARASHTRA,THANE CITY,MUMBRA,2023,18,06-01-2023 13:41,Indian Penal Code 180 - 379;
968,MAHARASHTRA,THANE CITY,MUMBRA,2023,17,06-01-2023 12:48,Indian Electricity Act (Reform) 2003 - 135;
969,MAHARASHTRA,THANE CITY,MUMBRA,2023,15,05-01-2023 18:17,Maharashtra Territorial Planning Municipalities Act 1979 - 52;
970,MAHARASHTRA,THANE CITY,MUMBRA,2023,14,05-01-2023 18:01,Maharashtra Territorial Planning Municipalities Act 1979 - 52;
971,MAHARASHTRA,THANE CITY,MUMBRA,2023,13,05-01-2023 14:48,The Viz Act 2003 - 136;
972,MAHARASHTRA,THANE CITY,MUMBRA,2023,12,05-01-2023 04:41,"Indian Penal Code 180 - 37,620;"
973,MAHARASHTRA,THANE CITY,MUMBRA,2023,11,04-01-2023 23:57,"Indian Penal Code 180 - 37,392,507,507; Maharashtra Savari (Regulation) Act, 2014 - 39,43,44,45;"
974,MAHARASHTRA,THANE CITY,MUMBRA,2023,10,04-01-2023 17:53,Indian Penal Code 180 - 379;
975,MAHARASHTRA,THANE CITY,MUMBRA,2023,9,04-01-2023 16:02,Indian Penal Code 180 - 373;
976,MAHARASHTRA,THANE CITY,MUMBRA,2023,8,04-01-2023 04:02,Indian Penal Code 180 - 373;
977,MAHARASHTRA,THANE CITY,MUMBRA,2023,6,04-01-2023 01:19,"Indian Penal Code 180 - 370,656;"
978,MAHARASHTRA,THANE CITY,MUMBRA,2023,4,03-01-2023 21:56,"Indian Penal Code 180 - 324,37,498 -A, 507,507;"
979,MAHARASHTRA,THANE CITY,MUMBRA,2023,3,03-01-2023 19:54,Indian Penal Code 180 - 371;
980,MAHARASHTRA,THANE CITY,MUMBRA,2023,2,03-01-2023 17:33,Indian Penal Code 180 - 306;
981,MAHARASHTRA,THANE CITY,MUMBRA,2023,1,02-01-2023 17:40,"Indian Penal Code 180 - 37,392;"
982,MAHARASHTRA,THANE CITY,NARPOLI,2023,106,01-02-2023 23:08,Indian Penal Code 180 - 243;
983,MAHARASHTRA,THANE CITY,NARPOLI,2023,105,01-02-2023 21:37,"Indian Penal Code 180 - 326,507,507;"
984,MAHARASHTRA,THANE CITY,NARPOLI,2023,104,31-01-2023 21:13,Indian Penal Code 180 - 243;
985,MAHARASHTRA,THANE CITY,NARPOLI,2023,103,31-01-2023 21:03,Indian Penal Code 180 - 243;
986,MAHARASHTRA,THANE CITY,NARPOLI,2023,102,31-01-2023 20:25,"Indian Penal Code 180 - 324,507;"
987,MAHARASHTRA,THANE CITY,NARPOLI,2023,101,30-01-2023 20:04,"Indian Penal Code 180 - 607,620;"
988,MAHARASHTRA,THANE CITY,NARPOLI,2023,100,30-01-2023 19:18,"Indian Penal Code 180 - 249, 337,337; Motor Vehicle Act, 1979 - 184;"
989,MAHARASHTRA,THANE CITY,NARPOLI,2023,99,30-01-2023 10:22,"Indian Penal Code 180 - 299,306,337,337,626; Motar Vehicle Act, 1956 - 184;"
990,MAHARASHTRA,THANE CITY,NARPOLI,2023,98,30-01-2023 08:43,"Indian Penal Code 180 - 249, 304- A, 337; Motar Vehicle Act, 1956 - 134,134B, 184;"
991,MAHARASHTRA,THANE CITY,NARPOLI,2023,97,29-01-2023 01:35,"Indian Penal Code 180 - 337,337; Motor Vehicle Act, 1979 - 184;"
992,MAHARASHTRA,THANE CITY,NARPOLI,2023,96,29-01-2023 00:52,Indian Penal Code 180 - 243;
993,MAHARASHTRA,THANE CITY,NARPOLI,2023,95,28-01-2023 23:02,Indian Penal Code 180 - 243;
994,MAHARASHTRA,THANE CITY,NARPOLI,2023,94,28-01-2023 22:47,Indian Penal Code 180 - 243;
995,MAHARASHTRA,THANE CITY,NARPOLI,2023,93,28-01-2023 22:31,Indian Penal Code 180 - 243;
996,MAHARASHTRA,THANE CITY,NARPOLI,2023,92,28-01-2023 21:27,"Maharashtra Darubandi Act, 1979 - 65 (E);"
997,MAHARASHTRA,THANE CITY,NARPOLI,2023,90,28-01-2023 18:28,"Indian Penal Code 180 - 323,37,498 -A, 607,507,507;"
998,MAHARASHTRA,THANE CITY,NARPOLI,2023,89,28-01-2023 17:37,"Indian Penal Code 180 - 37,39,399;"
999,MAHARASHTRA,THANE CITY,NARPOLI,2023,88,28-01-2023 12:33,"Indian Penal Code 180 - 370, 656,656;"
1000,MAHARASHTRA,THANE CITY,NARPOLI,2023,87,28-01-2023 12:16,Indian Penal Code 180 - 379;
1001,MAHARASHTRA,THANE CITY,NARPOLI,2023,86,27-01-2023 22:31,"Indian Penal Code 180 - 37,607;"
1002,MAHARASHTRA,THANE CITY,NARPOLI,2023,85,27-01-2023 20:44,Indian Penal Code 180 - 243;
1003,MAHARASHTRA,THANE CITY,NARPOLI,2023,84,27-01-2023 20:34,"The essential object act, 1955 - 3,7; Indian Penal Code 180 - 37,620;"
1004,MAHARASHTRA,THANE CITY,NARPOLI,2023,83,27-01-2023 20:13,Indian Penal Code 180 - 243;
1005,MAHARASHTRA,THANE CITY,NARPOLI,2023,82,27-01-2023 19:50,Indian Penal Code 180 - 243;
1006,MAHARASHTRA,THANE CITY,NARPOLI,2023,81,27-01-2023 19:05,Indian Penal Code 180 - 243;
